"accession","biosample_acc","length","genome_region","host","country","isolation","collection_date","release_date","name"
"AKC36810","SAMN03254086","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/19","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5112.1, partial genome"
"AKC36811","SAMN03254088","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5114.1, partial genome"
"AKC36812","SAMN03254088","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5114.1, partial genome"
"AKC36813","SAMN03254088","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5114.1, partial genome"
"AKC36814","SAMN03254088","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5114.1, partial genome"
"AKC36815","SAMN03254088","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5114.1, partial genome"
"AKC36816","SAMN03254088","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5114.1, partial genome"
"AKC36817","SAMN03254088","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5114.1, partial genome"
"AKC36818","SAMN03254088","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5114.1, partial genome"
"AKC36819","SAMN03254088","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/18","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5114.1, partial genome"
"AKC36820","SAMN03254092","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/24","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5119.1, partial genome"
"AKC36821","SAMN03254092","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/24","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5119.1, partial genome"
"AKC36822","SAMN03254092","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/24","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5119.1, partial genome"
"AKC36823","SAMN03254092","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/24","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5119.1, partial genome"
"AKC36824","SAMN03254092","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/24","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5119.1, partial genome"
"AKC36825","SAMN03254092","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/24","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5119.1, partial genome"
"AKC36826","SAMN03254092","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/24","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5119.1, partial genome"
"AKC36827","SAMN03254092","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/24","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5119.1, partial genome"
"AKC36828","SAMN03254092","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/24","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5119.1, partial genome"
"AKC36829","SAMN03254106","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/22","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5244.1, partial genome"
"AKC36830","SAMN03254106","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/22","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5244.1, partial genome"
"AKC36831","SAMN03254106","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/22","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5244.1, partial genome"
"AKC36832","SAMN03254106","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/22","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5244.1, partial genome"
"AKC36833","SAMN03254106","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/22","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5244.1, partial genome"
"AKC36834","SAMN03254106","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/22","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5244.1, partial genome"
"AKC36835","SAMN03254106","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/22","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5244.1, partial genome"
"AKC36836","SAMN03254106","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/22","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5244.1, partial genome"
"AKC36837","SAMN03254106","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/22","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5244.1, partial genome"
"AKC36838","SAMN03254110","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5295.1, partial genome"
"AKC36839","SAMN03254110","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5295.1, partial genome"
"AKC36840","SAMN03254110","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5295.1, partial genome"
"AKC36841","SAMN03254110","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5295.1, partial genome"
"AKC36842","SAMN03254110","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5295.1, partial genome"
"AKC36843","SAMN03254110","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5295.1, partial genome"
"AKC36844","SAMN03254110","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5295.1, partial genome"
"AKC36845","SAMN03254110","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5295.1, partial genome"
"AKC36846","SAMN03254110","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5295.1, partial genome"
"AKC36847","SAMN03254111","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5296.1, partial genome"
"AKC36848","SAMN03254111","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5296.1, partial genome"
"AKC36849","SAMN03254111","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5296.1, partial genome"
"AKC36850","SAMN03254111","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5296.1, partial genome"
"AKC36851","SAMN03254111","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5296.1, partial genome"
"AKC36852","SAMN03254111","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5296.1, partial genome"
"AKC36853","SAMN03254111","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5296.1, partial genome"
"AKC36854","SAMN03254111","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5296.1, partial genome"
"AKC36855","SAMN03254111","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/25","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5296.1, partial genome"
"AKC36856","SAMN03254114","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5304.1, partial genome"
"AKC36857","SAMN03254114","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5304.1, partial genome"
"AKC36858","SAMN03254114","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5304.1, partial genome"
"AKC36859","SAMN03254114","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5304.1, partial genome"
"AKC36860","SAMN03254114","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5304.1, partial genome"
"AKC36861","SAMN03254114","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5304.1, partial genome"
"AKC36862","SAMN03254114","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5304.1, partial genome"
"AKC36863","SAMN03254114","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5304.1, partial genome"
"AKC36864","SAMN03254114","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5304.1, partial genome"
"AKC36865","SAMN03254118","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5364.1, partial genome"
"AKC36866","SAMN03254118","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5364.1, partial genome"
"AKC36867","SAMN03254118","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5364.1, partial genome"
"AKC36868","SAMN03254118","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5364.1, partial genome"
"AKC36869","SAMN03254118","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5364.1, partial genome"
"AKC36870","SAMN03254118","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5364.1, partial genome"
"AKC36871","SAMN03254118","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5364.1, partial genome"
"AKC36872","SAMN03254118","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5364.1, partial genome"
"AKC36873","SAMN03254118","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5364.1, partial genome"
"AKC36874","SAMN03254119","739","NP","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5370.1, partial genome"
"AKC36875","SAMN03254119","340","vp35","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5370.1, partial genome"
"AKC36876","SAMN03254119","326","vp40","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5370.1, partial genome"
"AKC36877","SAMN03254119","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5370.1, partial genome"
"AKC36878","SAMN03254119","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5370.1, partial genome"
"AKC36879","SAMN03254119","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5370.1, partial genome"
"AKC36880","SAMN03254119","288","vp30","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5370.1, partial genome"
"AKC36881","SAMN03254119","251","vp24","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5370.1, partial genome"
"AKC36882","SAMN03254119","2212","L","Homo sapiens","Sierra Leone","blood","2014/08/28","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5370.1, partial genome"
"AKC36883","SAMN03254146","739","NP","Homo sapiens","Sierra Leone","blood","2014/09/04","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5516.1, partial genome"
"AKC36884","SAMN03254146","340","vp35","Homo sapiens","Sierra Leone","blood","2014/09/04","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5516.1, partial genome"
"AKC36885","SAMN03254146","326","vp40","Homo sapiens","Sierra Leone","blood","2014/09/04","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5516.1, partial genome"
"AKC36886","SAMN03254146","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/09/04","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5516.1, partial genome"
"AKC36887","SAMN03254146","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/09/04","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5516.1, partial genome"
"AKC36888","SAMN03254146","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/09/04","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5516.1, partial genome"
"AKC36889","SAMN03254146","288","vp30","Homo sapiens","Sierra Leone","blood","2014/09/04","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5516.1, partial genome"
"AKC36890","SAMN03254146","251","vp24","Homo sapiens","Sierra Leone","blood","2014/09/04","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5516.1, partial genome"
"AKC36891","SAMN03254146","2212","L","Homo sapiens","Sierra Leone","blood","2014/09/04","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5516.1, partial genome"
"AKC36892","SAMN03254147","739","NP","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5520.1, partial genome"
"AKC36893","SAMN03254147","340","vp35","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5520.1, partial genome"
"AKC36894","SAMN03254147","326","vp40","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5520.1, partial genome"
"AKC36895","SAMN03254147","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5520.1, partial genome"
"AKC36896","SAMN03254147","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5520.1, partial genome"
"AKC36897","SAMN03254147","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5520.1, partial genome"
"AKC36898","SAMN03254147","288","vp30","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5520.1, partial genome"
"AKC36899","SAMN03254147","251","vp24","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5520.1, partial genome"
"AKC36900","SAMN03254147","2212","L","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5520.1, partial genome"
"AKC36901","SAMN03254152","739","NP","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5529.1, partial genome"
"AKC36902","SAMN03254152","340","vp35","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5529.1, partial genome"
"AKC36903","SAMN03254152","326","vp40","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5529.1, partial genome"
"AKC36904","SAMN03254152","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5529.1, partial genome"
"AKC36905","SAMN03254152","364","GP-Small","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5529.1, partial genome"
"AKC36906","SAMN03254152","297","GP-Second","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5529.1, partial genome"
"AKC36907","SAMN03254152","288","vp30","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5529.1, partial genome"
"AKC36908","SAMN03254152","251","vp24","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5529.1, partial genome"
"AKC36909","SAMN03254152","2212","L","Homo sapiens","Sierra Leone","blood","2014/09/05","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5529.1, partial genome"
"AKC36910","SAMN03254159","739","NP","Homo sapiens","Sierra Leone","blood","2014/09/08","2015/04/19","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/SLE/2014/Makona-G5570.1, partial genome"
